Note ID,Title,User Nickname,Liked Count,Cover Height,Cover Width,Note Type
622048c0000000000102d279,NYU Stern MsQF 免面+奖 (分享篇),腊八蒜,41,341,341,normal
668cbf1a00000000250045ab,破除留学信息差 - 美研自救之纽大MSQF,竹竹公主,5,908,1920,normal
629c1cc40000000021037abb,卑微双非BA商科申请实录 (2) NYUSH mqf,小瓦没得觉睡,24,591,788,normal
6707897c000000001a020938,NYU量化经济申请难度怎么样？,Nicole谈留学,0,1920,1440,normal
65f47510000000001203fd54,我在上纽读计算机的后悔二三事,Banana.K,169,1920,1440,normal
66a0877c000000000a0040a6,从学生会主席到上纽中外合办｜干货分享,Iris,297,2560,1919,normal
65c8e1ad000000002c036ae1,NYU&上纽 MS in Quant Fin Offer Get✔️✔️,雪🍐eee Alison,4,600,1226,normal
66b2e38a000000001e01c249,上纽的GPA对应申研院校……同学们真的卷,留子们开的留学室,36,3200,1440,normal
6702ec4f000000001902c79c,上纽本科申请文书bridge builders 要写什么,邵主任讲升学,64,2560,2039,normal
670895a7000000002c0154f3,毕业两年回顾｜上纽性价比如何,橘宝在路上🍊,196,2138,1604,normal
6623e92c000000000401a0cb,Spring Formal,_Unique,156,2560,1920,normal
6708c1ee000000001b022879,上纽文书解析-如何成为Bridge💪,新航道前程留学美本,46,1660,1242,normal
6659534f0000000016010d7d,我在NYUSH上过的最棒的cs课,Banana.K,61,1920,1440,normal
66569d710000000015009867,上纽算美本吗？和纽约大学怎么选？,橘宝在路上🍊,152,2560,1920,normal
66cac6b6000000001f01e2b1,nyush💜全国最贵的大学宿舍究竟长什么样？！,Liberté✨,165,1920,2560,normal
6687f4e6000000001c024cff,中介说这么申会全聚德😭211低GPA,Real佩姐留学,53,4591,1427,normal
66f3b155000000001a02015d,上纽、昆杜10月1日开放申请！,中教汇学,4,1656,1242,normal
665be4630000000014019783,上海纽约大学第一位博士（CS）卡梅助理教授,叁讓學堂,123,480,1280,normal
64dcd0b40000000010032ecc,上纽学姐客观分享：上纽缺点,斯黛啦学姐Stella,730,2560,1920,normal
66cfe0c2000000001d015038,上海纽约大学申研案例，完全不输清北,留子们开的留学室,32,485,1347,normal
622048c0000000000102d279,NYU Stern MsQF 免面+奖 (分享篇),腊八蒜,41,341,341,normal
668cbf1a00000000250045ab,破除留学信息差 - 美研自救之纽大MSQF,竹竹公主,5,908,1920,normal
629c1cc40000000021037abb,卑微双非BA商科申请实录 (2) NYUSH mqf,小瓦没得觉睡,24,591,788,normal
6707897c000000001a020938,NYU量化经济申请难度怎么样？,Nicole谈留学,0,1920,1440,normal
65f47510000000001203fd54,我在上纽读计算机的后悔二三事,Banana.K,169,1920,1440,normal
66a0877c000000000a0040a6,从学生会主席到上纽中外合办｜干货分享,Iris,297,2560,1919,normal
670895a7000000002c0154f3,毕业两年回顾｜上纽性价比如何,橘宝在路上🍊,196,2138,1604,normal
66b2e38a000000001e01c249,上纽的GPA对应申研院校……同学们真的卷,留子们开的留学室,36,3200,1440,normal
6702ec4f000000001902c79c,上纽本科申请文书bridge builders 要写什么,邵主任讲升学,64,2560,2039,normal
65c8e1ad000000002c036ae1,NYU&上纽 MS in Quant Fin Offer Get✔️✔️,雪🍐eee Alison,4,600,1226,normal
6659534f0000000016010d7d,我在NYUSH上过的最棒的cs课,Banana.K,61,1920,1440,normal
6687f4e6000000001c024cff,中介说这么申会全聚德😭211低GPA,Real佩姐留学,53,4591,1427,normal
6623e92c000000000401a0cb,Spring Formal,_Unique,156,2560,1920,normal
66cac6b6000000001f01e2b1,nyush💜全国最贵的大学宿舍究竟长什么样？！,Liberté✨,165,1920,2560,normal
665be4630000000014019783,上海纽约大学第一位博士（CS）卡梅助理教授,叁讓學堂,123,480,1280,normal
66cfe0c2000000001d015038,上海纽约大学申研案例，完全不输清北,留子们开的留学室,32,485,1347,normal
66569d710000000015009867,上纽算美本吗？和纽约大学怎么选？,橘宝在路上🍊,152,2560,1920,normal
64dcd0b40000000010032ecc,上纽学姐客观分享：上纽缺点,斯黛啦学姐Stella,730,2560,1920,normal
63b06098000000002203a4c7,NYUSH大一｜22Fall GPA：3.83/4📚,哈喽蛋妮,82,640,1280,normal
6708c1ee000000001b022879,上纽文书解析-如何成为Bridge💪,新航道前程留学美本,46,1660,1242,normal
622048c0000000000102d279,NYU Stern MsQF 免面+奖 (分享篇),腊八蒜,41,341,341,normal
668cbf1a00000000250045ab,破除留学信息差 - 美研自救之纽大MSQF,竹竹公主,5,908,1920,normal
629c1cc40000000021037abb,卑微双非BA商科申请实录 (2) NYUSH mqf,小瓦没得觉睡,24,591,788,normal
6707897c000000001a020938,NYU量化经济申请难度怎么样？,Nicole谈留学,0,1920,1440,normal
65f47510000000001203fd54,我在上纽读计算机的后悔二三事,Banana.K,169,1920,1440,normal
66a0877c000000000a0040a6,从学生会主席到上纽中外合办｜干货分享,Iris,297,2560,1919,normal
670895a7000000002c0154f3,毕业两年回顾｜上纽性价比如何,橘宝在路上🍊,196,2138,1604,normal
66b2e38a000000001e01c249,上纽的GPA对应申研院校……同学们真的卷,留子们开的留学室,36,3200,1440,normal
6702ec4f000000001902c79c,上纽本科申请文书bridge builders 要写什么,邵主任讲升学,64,2560,2039,normal
6623e92c000000000401a0cb,Spring Formal,_Unique,156,2560,1920,normal
